date,CO2,RH,temp,Air temperature,Wind speed (m/s),Solar radiation , Rain,Plug_Basement,Cooling,Exhaust fan,Heating,IT,Lighting,Plug,PV,Control,Hot_Water,Others,ALL_loads
2022/6/4 17:00,0,0,0,21.38916667,0.94230769,330.9166667,1,0.077171974,0.0020117,0.003870583,0.031834349,0.641081553,0.002108483,0.032217864,4.240121527,0.198366195,0.0000901,2.07E-01,5.435686973
2022/6/4 18:00,0,0,0,22.85,0.94230769,113.4166667,1,0.071109142,0.002010583,0.003863667,0.031915515,0.638980528,0.00210255,0.031877914,2.178275076,0.198732965,0.0000225,2.07E-01,3.365601552
2022/6/4 19:00,0,0,0,20.7875,0.94230769,19.25,1,0.037253747,0.001995717,0.003854017,0.031803399,0.638192789,0.002089033,0.032502931,0.024080547,0.198831111,0,0.206706595,1.177309886
2022/6/4 20:00,0,0,0,18.345,0.94230769,2,1,0.079470607,0.0019957,0.00384845,0.031769082,0.639736608,0.0020853,0.032585481,-0.094773676,0.198735347,0,0.206691381,1.10214428
2022/6/4 21:00,0,0,0,17.03333333,0.94230769,1,1,0.075214374,0.00200605,0.003856133,0.031852766,0.640322604,0.002848933,0.03260398,-0.096816177,0.198683146,0.000116167,0.206403912,1.097091888
2022/6/4 22:00,0,0,0,15.90083333,0.94230769,1,1,0.080882457,0.001976617,0.003831433,0.031818216,0.640567036,0.002060667,0.032389381,-0.098209628,0.198432231,0,0.205560612,1.099309022
2022/6/4 23:00,0,0,0,16.305,0.94230769,1,1,0.080162629,0.002008852,0.003847213,0.031803147,0.639204761,0.004782295,0.032550177,-0.09682654,0.198529062,0.000114098,0.206466568,1.102642262
2022/6/5 0:00,0,0,0,15.66833333,0.94230769,1,1,0.07581489,0.002007017,0.00390045,0.031877016,0.637995847,0.0053706,0.032167064,-0.097952727,0.198588834,0.000350583,0.208435811,1.098555385
2022/6/5 1:00,0,0,0,14.22833333,0.94230769,1,1,0.077123531,0.001996783,0.003946217,0.032053016,0.640627492,0.00210755,0.033247211,-0.100405449,0.198804996,0.000558383,0.209862262,1.099921992
2022/6/5 2:00,0,0,0,13.28166667,0.94230769,1,1,0.079046973,0.001983783,0.003970483,0.032088982,0.641462258,0.002117833,0.032464182,-0.100112793,0.198941165,0.000812167,0.210512646,1.103287679
