time,L1_CO2,L2_CO2,L3_CO2,L0_CO2,L1_RH,L2_RH,L3_RH,L0_RH,L1_temp,L2_temp,L3_temp,L0_temp,"Air temperature (gund, กษ)","Weather data, Wind speed (m/s)","Solar radiation (gund, W/m^2)",Plug_Basement,Cooling,Exhaust fan,Heating,IT,Lighting,Plug1,Plug2,Plug3,PV_meter1_load (kW),PV_meter2_load (kW),Control,Hot_Water,Others,ALL
2022/6/1 13:00,501.3613332,574.806665,485.1626656,511.4706676,42.31566655,41.48049974,38.37811084,45.73199989,22.7441334,22.99025012,23.96533336,23.24580023,16.44083333,0.33571429,162.6666667,0.195809068,0.001986417,0.003826233,0.031719332,0.672205831,0.003549983,0.137906451,0.084674444,0.002514567,1.061331923,1.05982198,0.200155299,0,0.206786195,3.662287723
2022/6/1 14:00,481.9973325,589.1506655,478.8853334,501.6,42.55366697,41.8145002,39.24588888,45.88916693,22.74500013,23.0439165,23.97611097,23.31060008,13.61166667,0.606896556,95.08333333,0.196416805,0.0019458,0.003856817,0.031656799,0.667772057,0.018210883,0.151466596,0.070862327,0.002516983,0.557307651,0.55139369,0.199141383,0,0.207234095,2.659781886
2022/6/1 15:00,482.1102707,571.8983783,480.5419809,561.8464877,43.09433311,42.49249981,39.69400003,47.35983343,22.60733351,23.09391673,24.0263333,23.30270004,12.71333333,0.431578954,90.5,0.19790082,0.002012,0.0039047,0.031977632,0.674599025,0.0100422,0.116596838,0.072108944,0.002569067,0.57618202,0.583333307,0.198319578,0.000224833,0.209970012,2.679740976
2022/6/1 16:00,500.2239994,523.9320007,496.2382216,610.5533333,42.97500002,42.71241668,39.14077774,46.30183353,22.58766671,23.1208333,24.03833342,23.37546666,12.96833333,0.190000004,90.33333333,0.194814601,0.0020086,0.003905033,0.031922749,0.699090095,0.048328031,0.017432315,0.059620078,0.002577833,0.528146754,0.523145049,0.198914348,0.0001145,0.210434993,2.520454979
2022/6/1 17:00,516.7066664,454.657333,488.8764438,565.1093313,42.80450025,43.26258316,38.83944418,46.53316676,22.64940024,22.93166668,23.92988878,23.35240023,13.73166667,0.100000001,117,0.192555451,0.002011617,0.003925433,0.031986917,0.705627558,0.065580379,0.014595266,0.015374332,0.002569033,0.620022988,0.611335534,0.198882148,0.000117833,0.210764295,2.675348784
2022/6/1 18:00,509.1600007,439.4480001,485.7351123,546.1253319,42.93850002,43.11608351,38.78766674,46.82783359,22.64026671,22.9232502,23.98655542,23.30859999,14.0075,0.566666674,57.33333333,0.07833669,0.002002217,0.003954883,0.032063599,0.673374418,0.003166133,0.014259116,0.015290165,0.0025787,0.289574747,0.292893489,0.199295983,0.000665817,0.211641278,1.819097235
2022/6/1 19:00,487.029334,425.4933278,463.8986642,516.6080017,42.92866642,43.48750006,38.71633307,46.7093334,22.64413356,22.80716674,23.87488887,23.30593339,13.71333333,0.473684217,17,0.076218473,0.001969133,0.00391235,0.031943249,0.658381357,0.00209665,0.014153316,0.015379299,0.002563,0.003759145,0.000524288,0.199938479,0.000369183,0.209611297,1.220819219
2022/6/1 20:00,478.9439995,410.6266593,455.557329,508.4613332,43.01783347,43.76424998,38.8755554,46.82683331,22.62820016,22.73533342,23.77222239,23.30426671,13.6,0.496000006,1,0.079510142,0.001960817,0.00383545,0.031790566,0.641833783,0.025106015,0.014462582,0.015349415,0.002511617,-0.046855618,-0.04780458,0.198559182,0,0.208485647,1.128745018
2022/6/1 21:00,487.1479993,421.9053282,454.4071081,507.3813329,43.65516685,43.28983324,39.03855555,46.90883358,22.66899991,22.81449974,23.67799972,23.28380024,13.27916667,1.127586221,1,0.079214275,0.00196865,0.003867183,0.031870766,0.64268208,0.00206335,0.014625566,0.015410399,0.0025251,-0.047773122,-0.048061481,0.198078347,0,0.208019778,1.104490891
2022/6/1 22:00,454.1506649,447.9439943,444.7928848,445.369332,45.18724991,43.03574991,39.30877802,48.68583347,21.22143325,21.96049994,23.33233316,21.95760004,14.43916667,1.127586221,1,0.072997658,0.002001583,0.0039163,0.031953432,0.642832076,0.003749183,0.014450382,0.015539149,0.002554333,-0.04842324,-0.047526707,0.201030562,0,0.209364936,1.104439647
2022/6/1 23:00,428.2039967,448.0213272,431.8346617,408.5159934,44.00774994,41.47141654,39.06944453,46.22683339,20.2598,20.76829154,22.7802222,21.30616672,14.29416667,1.566666683,1,0.032520314,0.001987483,0.0039341,0.031993316,0.641590634,0.002090583,0.013949116,0.015114365,0.002553133,-0.048795484,-0.048774513,0.200744129,0.000228667,0.210627863,1.059763706
2022/6/2 0:00,417.7226636,439.57466,417.5768843,405.927993,43.80041655,41.96933327,38.84322213,45.88216664,19.94160005,20.27979168,22.31644442,21.03476652,14.24083333,0.938095242,1,0.076300408,0.0019903,0.0039472,0.032087066,0.642027677,0.002107817,0.013539032,0.015033065,0.002578833,-0.049241129,-0.04942463,0.202884112,0.000550783,0.211894312,1.106274846
2022/6/2 1:00,414.7973303,435.7219925,412.8435517,404.0606596,43.8599999,41.78300001,38.44288839,45.5923334,19.76783332,20.28114585,22.14577786,21.00599994,13.95,0.677272728,1,0.076469607,0.001984017,0.003978117,0.032097182,0.641570115,0.002122033,0.014631365,0.015389032,0.0025957,-0.04834623,-0.050893754,0.201204565,0.00093505,0.212221529,1.105958328
2022/6/2 2:00,416.9026632,433.9199935,413.5093296,405.9573274,43.37549998,41.6515834,37.94422196,45.12116688,20.37556673,21.01266677,22.4608889,21.58113339,13.84916667,0.605263162,1,0.081945024,0.001998085,0.003986983,0.032155999,0.639458662,0.003639627,0.013952168,0.014984728,0.002603254,-0.049681531,-0.050813993,0.202529302,0.001028458,0.213152585,1.110939351
2022/6/2 3:00,425.8066641,422.5493266,416.5119954,422.9333309,42.79666643,41.10958343,38.05266696,44.44666699,20.90740001,21.34441667,22.51855525,22.01666672,14.03833333,1.143137254,1,0.070755791,0.002000233,0.003985967,0.032201782,0.644129035,0.002134867,0.014160499,0.016117282,0.002602117,-0.050237276,-0.051752469,0.199116449,0.332134203,0.213082479,1.430430959
2022/6/2 4:00,435.4719978,409.2519936,417.310218,455.8293334,42.74133355,41.06833324,38.13533327,44.74766704,21.13973333,21.49691665,22.54377757,22.21333346,14.04083333,0.916216222,1,0.083724773,0.002001883,0.003976717,0.031987066,0.641673353,0.003770133,0.014408316,0.015193999,0.002590533,-0.048847913,-0.050766807,0.199047911,0.001029317,0.212039546,1.111828827
2022/6/2 5:00,445.894666,406.7813267,423.9022183,464.0026674,42.69616671,41.05841626,38.38511145,44.95683308,21.31259994,21.61241665,22.56411088,22.36593346,12.91083333,0.80714286,3.583333333,0.073800024,0.001987,0.003950833,0.032067282,0.642953995,0.00509505,0.014381116,0.015741099,0.002575667,-0.049309287,-0.048874127,0.198595765,0.000250517,0.211216579,1.104431513
2022/6/2 6:00,450.3533333,405.8426594,427.2248845,467.673334,42.67666678,41.12066652,38.64244453,45.09900015,21.44279991,21.70000003,22.5773329,22.47713336,13.0975,0.779999998,12.58333333,0.070312025,0.00200475,0.003926883,0.031984766,0.642173902,0.00594375,0.014229132,0.015531865,0.002562383,-0.046750761,-0.049990861,0.198946496,0.000343417,0.210422728,1.101640475
2022/6/2 7:00,458.5586665,413.0293274,429.9075506,474.3239997,42.66433304,41.25816669,38.99400007,45.22200041,21.54546675,21.75825006,22.58788869,22.56693327,13.34,0.591666671,58.5,0.034914563,0.00201345,0.003928367,0.031993032,0.642760132,0.0021045,0.014574215,0.015049899,0.002560833,-0.041072722,-0.041707111,0.198830194,0.000227583,0.210834229,1.077011164
2022/6/2 8:00,462.5839991,412.4079929,435.2675515,482.4359999,42.64550006,41.23133319,39.02933345,45.25966682,21.65620012,21.8587499,22.65955551,22.64353312,14.68666667,1.150000009,154.5833333,0.076081275,0.00197065,0.003904533,0.031897733,0.64075499,0.003137633,0.014409282,0.015573232,0.0025724,0.84237353,0.838588174,0.199601797,0.000320417,0.21036793,2.881553576
2022/6/2 9:00,469.9933334,419.1559943,449.8613298,484.4279999,42.4565001,41.1021667,39.01444473,45.14633309,21.79420007,22.00299997,22.78166682,22.73186661,18.42833333,1.263333329,307.5833333,0.081735174,0.002003217,0.003911017,0.031993033,0.659477396,0.002109767,0.050455778,0.026590132,0.0025609,1.89204005,1.880458506,0.199330631,0.000137833,0.210425329,5.043228763
2022/6/2 10:00,493.1373328,426.2719982,454.9528861,491.0453339,42.14733342,40.85750016,38.96333347,45.09766666,21.97453342,22.10766683,22.8906667,22.82473337,20.30083333,1.285294123,394.6666667,0.080914641,0.00199775,0.003907283,0.031860849,0.674254567,0.003673083,0.091081223,0.026831082,0.002545567,2.315968829,2.304901119,0.19867783,0.246404271,0.209531279,6.192549373
2022/6/2 11:00,525.529332,428.2853308,482.6364443,507.0173317,41.93133348,40.57458337,38.77844469,45.10500018,22.14633329,22.23475018,23.06933347,22.91560013,20.52083333,0.988888888,313.5,0.078427857,0.001996383,0.003860733,0.031864149,0.674005825,0.002761333,0.093077889,0.026707449,0.002536383,2.014828291,2.007493494,0.199411831,0.0008982,0.208211481,5.346081298
2022/6/2 12:00,548.4386669,439.762665,516.6933324,508.8920007,41.86900032,40.45283314,39.26600003,45.27516653,22.24060003,22.3345832,23.13633343,22.98206657,18.56333333,0.930000003,241.25,0.080598991,0.002004783,0.003869633,0.031821716,0.669981251,0.002086667,0.080474858,0.023746099,0.002537333,1.491515464,1.487651471,0.199658599,0,0.206425046,4.282371911
2022/6/2 13:00,549.9346684,446.3173326,492.3804423,506.3839995,41.89833358,40.47133347,40.00533339,45.79933357,22.2886668,22.37999965,23.15477751,23.01166678,17.7875,1.051724148,195.4166667,0.132076532,0.0020034,0.00385725,0.031802682,0.672174586,0.002422133,0.042372795,0.015582782,0.003377933,1.161738324,1.15786384,0.199403665,0,0.206463096,3.631139018
2022/6/2 14:00,530.4546678,448.1986674,566.8106676,501.4213333,41.90683335,40.65599995,40.27366649,45.83700032,22.3548667,22.42949996,23.27888902,23.03206639,17.565,1.193939393,215.25,0.08496334,0.002003167,0.003902133,0.031913583,0.671400654,0.002102117,0.083924424,0.015140382,0.025723499,1.323035517,1.322930663,0.198224698,0,0.207815179,3.973079356
2022/6/2 15:00,522.5773351,455.4599991,492.0106669,498.6520004,41.94816677,41.1504999,40.56300047,45.87716643,22.44939989,22.47516651,23.20811106,23.06413357,17.61916667,1.073076927,185.0833333,0.101663607,0.00199755,0.003893117,0.031844532,0.674271883,0.0033898,0.092023304,0.015745249,0.004202333,1.121394352,1.11597845,0.198133848,0.323379509,0.207527179,3.895444713
2022/6/2 16:00,533.7173337,450.8386668,500.4960007,515.0266668,42.11266648,40.77024997,40.1661111,45.95816693,22.46413351,22.52108331,23.18755556,23.12653323,16.54166667,0.734615386,170.4166667,0.195523234,0.002009417,0.003902,0.032004382,0.671789176,0.048713048,0.094842256,0.015136015,0.00258935,1.023394437,1.018838381,0.198239064,0,0.208103063,3.515083823
2022/6/2 17:00,539.9906681,456.731999,494.3466668,515.778668,42.31983315,41.11408348,40.31922207,46.09033338,22.42459999,22.53508319,23.17866678,23.08353338,15.60833333,0.666666669,116.5833333,0.11767519,0.002016117,0.0039158,0.031854566,0.673158906,0.023028266,0.014226115,0.015311282,0.0025683,0.664639897,0.664613682,0.199094946,0.000211533,0.208780847,2.621095447
2022/6/2 18:00,502.9306676,449.5386668,479.2266664,495.1866665,42.2808334,41.4555833,40.35255549,46.10500018,22.45506673,22.54266669,23.16588881,23.07833337,14.49333333,0.50555556,67.66666667,0.079233524,0.00202775,0.003890733,0.031818365,0.675814058,0.002091667,0.014314915,0.015176649,0.002559917,0.335114401,0.333871842,0.19928625,0.000371383,0.208195046,1.9037665
2022/6/2 19:00,484.4133334,432.7439987,465.7902225,478.7360006,42.3206665,41.4498337,40.24411098,46.04816616,22.4528667,22.53241652,23.14866653,23.0891335,13.94666667,0.200000005,23.66666667,0.07539754,0.001988667,0.003846517,0.031776599,0.656838293,0.012753799,0.014831732,0.015514282,0.004326533,0.024851251,0.027477934,0.19866478,0,0.206613047,1.274880974
2022/6/2 20:00,483.865333,442.4226663,471.7226659,486.2239994,42.72566733,42.26458337,40.41999991,45.9413332,22.44099978,22.50825014,23.06444443,23.11246644,13.5025,0.250000006,1.333333333,0.084648923,0.001987733,0.003842867,0.031833999,0.643263237,0.008370717,0.014264999,0.015339549,0.004624017,-0.047159706,-0.047820309,0.198649414,0,0.206117462,1.117962902
2022/6/2 21:00,480.6906659,440.3773333,461.3244449,489.2119999,42.76083417,42.25391687,40.37833339,45.94799956,22.43333314,22.49875045,23.03844405,23.09746669,13.2675,0.157142861,1,0.075148057,0.0020057,0.003854517,0.031837899,0.645789385,0.002075983,0.014730566,0.015280065,0.002531917,-0.047353692,-0.047909438,0.198495296,0.241661596,0.206580028,1.344727879
2022/6/2 22:00,445.647998,420.1026601,448.1688867,434.5799978,46.99883353,44.5758335,39.33366672,49.86166658,20.99516659,22.07774986,22.6656665,21.83803339,13.15666667,0.157142861,1,0.079424924,0.001999517,0.003887633,0.031878433,0.643115081,0.00522425,0.014334416,0.015338649,0.002540467,-0.048098181,-0.050158633,0.205140996,0,0.207042713,1.111670265
2022/6/2 23:00,419.1173302,415.5266607,421.6782181,405.4413305,48.31166655,46.99666635,40.08266705,50.36016637,20.09836662,21.15791667,22.08027785,21.38603328,13.08166667,0.157142861,1,0.074399641,0.001998283,0.003900567,0.031911866,0.64112212,0.002093617,0.014603349,0.015907665,0.002551433,-0.049366958,-0.049084021,0.203877183,0.0001125,0.207996679,1.102023924
2022/6/3 0:00,410.2266622,419.9586597,410.1084401,401.4253286,48.95400035,48.11083341,40.33599996,50.40983335,19.76463333,20.70429168,21.79511126,21.30829997,13.04916667,0.157142861,1,0.044012496,0.002002933,0.0039257,0.032040699,0.642277503,0.002105917,0.013968766,0.015707915,0.002568967,-0.049256858,-0.049256858,0.202329932,0.000114,0.208403928,1.07094504
2022/6/3 1:00,406.3406628,417.4066594,408.0542181,399.5659932,49.44533345,49.01433334,40.34566665,50.95608316,19.52630001,20.48187508,21.67572216,21.12468342,12.82666667,0.157142861,1,0.057224256,0.002008541,0.003940246,0.032061212,0.642255496,0.002101344,0.014288917,0.014993556,0.002575557,-0.048908335,-0.048067755,0.199130735,0.000225738,0.20950634,1.083335848
2022/6/3 2:00,407.1733299,425.4333272,406.10844,400.183994,46.90916675,47.19066647,41.44588867,48.46533335,20.11156667,20.7389167,21.89455556,21.60070002,12.3125,0.423076929,1,0.082193858,0.001979117,0.003951083,0.032138649,0.644140283,0.002100167,0.014202882,0.015248065,0.002588233,-0.04887937,-0.04876927,0.203364747,0.330055271,0.210237047,1.444550762
2022/6/3 3:00,418.4293303,417.2119943,406.8479958,424.5693314,45.62583334,45.25816665,41.38355526,47.16200016,20.66146671,21.15624996,21.9884443,21.97739997,12.03916667,0.600000004,1,0.073286608,0.002010217,0.00398025,0.032201533,0.64374379,0.002111633,0.014708765,0.015385315,0.002597617,-0.050011832,-0.049251615,0.199294747,0.00127385,0.211116212,1.10244709
2022/6/3 4:00,427.3079971,410.0986599,407.7777729,445.9826674,45.2126667,44.69383346,41.41188899,47.14216644,20.89313334,21.28608336,22.01222209,22.12873355,11.88416667,0.520000003,1,0.082697923,0.00199235,0.0039551,0.032120932,0.644775045,0.002104283,0.014383165,0.015313032,0.00258665,-0.049927946,-0.051034194,0.198839597,0.000592717,0.210445462,1.108844116
2022/6/3 5:00,432.5386637,403.9453265,411.1982183,454.5146675,44.91566655,44.29250015,41.33622267,47.04900009,21.04826679,21.36166662,22.02822219,22.23586664,12.02416667,0.667741938,4.833333333,0.074502224,0.001990917,0.003930133,0.032027782,0.644177156,0.00597575,0.014408466,0.015149349,0.002572817,-0.049990861,-0.051201966,0.199006865,0.000457083,0.209089728,1.102095443
2022/6/3 6:00,437.5879986,400.5399927,412.2968842,450.6826649,44.69533305,43.96883373,41.21888885,48.05583339,21.15053356,21.43149981,22.05466654,22.09673335,12.655,0.216666672,35.66666667,0.080493341,0.0019904,0.003948933,0.032171632,0.644939458,0.00211035,0.014028499,0.015385132,0.002578217,-0.047746908,-0.049052386,0.199200049,0.0010209,0.210533146,1.111600763
2022/6/3 7:00,441.3893325,398.2933235,413.4933294,445.8666632,44.78566658,43.69550034,41.20288921,48.70749968,21.17880003,21.4893334,22.0865558,21.92873326,13.0025,0.24444445,51.75,0.083937174,0.002006183,0.003934667,0.032062982,0.642330666,0.00805055,0.068037393,0.015136565,0.002586767,0.072975647,0.072949433,0.19876423,0.328968331,0.210042946,1.741783534
2022/6/3 8:00,461.3026671,400.4613234,417.7831058,456.5133333,44.51883327,43.63216685,41.20433341,47.23683308,21.34146667,21.54091654,22.11588891,22.22640011,13.8,0.603333336,77,0.066052493,0.00199485,0.0039548,0.032101299,0.641875391,0.00209635,0.106949872,0.014958749,0.0025755,0.374540861,0.372511866,0.198892531,0.00079825,0.209436863,2.028739675
2022/6/3 9:00,487.742667,405.7426567,425.989329,478.3213333,44.41933354,43.47233342,41.07022258,46.82383331,21.45466661,21.60050022,22.16700028,22.3924,13.59333333,0.512121216,88,0.037225596,0.001991633,0.003894917,0.032000382,0.659480297,0.006801633,0.090395707,0.015153832,0.002558267,0.52311359,0.52101644,0.199145296,0.000117167,0.208120378,2.301015135
2022/6/3 10:00,513.9399967,411.5506583,437.7973285,503.2080015,44.23300025,43.28483311,40.96966654,46.83816649,21.55666667,21.66125003,22.2221112,22.44853351,13.89333333,0.433333341,134.4166667,0.07975194,0.00198685,0.00391155,0.032038715,0.675276757,0.002096267,0.104183756,0.014763715,0.0025638,0.848827518,0.846064513,0.198474382,0.00011575,0.208932461,3.018987974
2022/6/3 11:00,540.3493337,427.7946635,449.0755515,526.779999,43.98399957,42.67749979,40.72866664,46.70616687,21.69380008,21.77883348,22.3696666,22.52693338,15.88166667,0.183333337,277.4166667,0.080588539,0.002002667,0.003926783,0.032083082,0.675456596,0.002109683,0.105565489,0.015676415,0.00257485,1.840324265,1.83566858,0.200657031,0,0.208701896,5.005335876
2022/6/3 12:00,561.0786658,441.2266628,461.0737742,533.5119987,43.69766653,42.1843334,40.43455573,46.60066703,21.80719998,21.86341654,22.46244442,22.60039975,16.68583333,0.53913044,262.5,0.080208508,0.001998267,0.003910083,0.031910299,0.670698117,0.002113883,0.10487609,0.015287199,0.002561817,1.635925359,1.627290354,0.199352148,0.243822501,0.208692262,4.828646887
2022/6/3 13:00,574.0866653,447.9653299,468.3377753,532.3493343,43.36633309,41.79499989,40.18388892,46.52383359,21.93980001,21.96574998,22.61633333,22.67959989,19.72833333,0.854285712,473.3333333,0.080919474,0.002013933,0.003937183,0.03197065,0.674645087,0.0021199,0.107345856,0.015434965,0.0025886,2.814629634,2.804206789,0.199240782,0.004767333,0.209285063,6.953105249
2022/6/3 14:00,579.4373327,445.4399977,470.3022222,540.4279962,43.19466664,41.49608347,39.65055559,46.05733336,22.06560001,22.11100006,22.85688883,22.8966667,22.43416667,1.178571441,577.0833333,0.073974791,0.0020086,0.00394795,0.032082032,0.673821687,0.00212845,0.044178629,0.015575382,0.0025808,3.525842031,3.505358084,0.199133564,0.335237688,0.209999529,8.625869217
2022/6/3 15:00,572.7248993,439.3681599,472.5616349,614.2574174,43.06616632,41.39808331,39.5109997,46.42674975,22.17953341,22.26916676,23.15811134,23.08433334,23.66916667,1.044117647,612.25,0.084656973,0.002004933,0.003963817,0.032013116,0.675786762,0.002122767,0.021557698,0.015271849,0.00258135,3.511597115,3.490515482,0.198922464,0.686352291,0.209298564,8.936645181
2022/6/3 16:00,599.8086966,448.365219,464.8626063,711.3999992,42.98316681,41.46491675,40.74799983,46.46266653,22.30493343,22.4531667,23.42855563,23.06656661,21.76166667,0.849999997,461.5833333,0.073816475,0.002018183,0.00391685,0.031937082,0.674170866,0.0021129,0.014241732,0.015542199,0.00256845,2.979014887,2.95733032,0.199412997,0.342391178,0.208097296,7.506571415
2022/6/3 17:00,576.4253329,457.6920012,474.8764408,640.2373329,42.98699962,41.54374994,40.43344464,46.48149978,22.42960018,22.67016672,23.58611113,23.12953321,18.90166667,0.852173922,401.4166667,0.078705324,0.002003,0.0039206,0.031881549,0.671665651,0.002111,0.014416649,0.015575149,0.002566667,2.722727195,2.705310337,0.199245747,0.00011125,0.208165212,6.65840533
2022/6/3 18:00,534.0146664,475.1053338,486.2844442,564.2280003,42.99366655,42.57949998,40.49522218,46.69066674,22.49160009,22.7587502,23.49488885,23.0813999,16.51,1.058823547,99.75,0.079914206,0.0020212,0.0039074,0.031971833,0.674358834,0.00246725,0.014663299,0.015414915,0.002577467,0.857572635,0.854636624,0.199123882,0.243370185,0.208814328,3.190814058
2022/6/3 19:00,507.8226639,470.9800002,494.6542211,525.4853335,43.12166621,42.71916671,40.66866646,46.79166668,22.45559996,22.68058345,23.454778,23.06160026,14.70833333,0.72857143,14.5,0.07807279,0.002004833,0.003945667,0.032016066,0.656829495,0.015341432,0.014544949,0.015338032,0.002575817,0.004063232,0.0067371,0.198761578,0.0003455,0.210140029,1.24071652
2022/6/3 20:00,498.0400002,454.8986675,476.8533315,510.1880001,43.24399977,42.98591657,40.70433331,46.74350017,22.43373311,22.63608318,23.39722236,23.05933352,13.72833333,0.94230769,1,0.051656127,0.001997917,0.003893467,0.031860999,0.642530357,0.00538925,0.014252966,0.015352849,0.002545517,-0.04667736,-0.049298801,0.19845083,0.000114167,0.207451379,1.079519664
2022/6/3 21:00,494.8200008,447.7506658,468.2435557,501.4680003,43.37216635,42.82216668,40.96022224,46.6636668,22.41693343,22.60800022,23.34222234,23.05680024,13.6625,0.94230769,1,0.047116362,0.002001717,0.0038792,0.031915299,0.643474391,0.002084783,0.014579149,0.015303716,0.002534167,-0.047212134,-0.046929019,0.19859243,0,0.207053581,1.074393642
2022/6/3 22:00,452.7759967,423.3653294,456.2151094,429.5706642,47.7824999,46.09091668,40.47155539,51.0793335,21.12573329,22.00466669,22.81455531,21.78386668,13.35,0.94230769,1,0.084613774,0.002003417,0.003897917,0.031951149,0.644479263,0.00209145,0.014908382,0.015386599,0.0025487,-0.04860674,-0.049529488,0.203193419,0,0.207623978,1.11456182
2022/6/3 23:00,418.755997,409.2919926,425.8719959,399.5079933,49.34733329,48.4396667,41.3771108,52.46750016,20.10553329,21.0576667,22.12155557,21.15866662,13.165,0.94230769,1,0.076334307,0.002005333,0.003915683,0.032049416,0.641711103,0.0020996,0.014733315,0.015376016,0.002563183,-0.048334111,-0.049440359,0.20584549,0.000206833,0.208732795,1.107798604
